,x,s,y,ObjVal,ObjBound,RunTime,NodeCount,Status
0,"[177.77306715445502, 0.0, 179.95963724722301, 0.0, 182.7660044628268, 0.0, 186.0928522239997, 0.0, 190.72470326076626, 0.0, 195.52166870302148, 0.0, 99.4693852824799, 100.70546669148425, 102.17137687023784, 103.07082921240799, 104.14790076963908, 105.44259337502231, 106.13304649943633, 106.90873414949682, 107.89613560516352, 108.2570788917021, 108.62861717896988, 109.21581581730284, 109.17457207866295, 109.0861479527496, 109.23289687944349, 108.77205738480397, 108.22560634866085, 107.94931992884035, 107.10834180417886, 106.16249305839833, 105.53551992143561, 104.40606782040524, 103.16848404336224, 102.30812434773308, 200.65726822100578, 0.0, 196.088073874386, 0.0, 191.17025281159152, 0.0, 186.81600948566455, 0.0, 183.44377907539396, 0.0, 180.45009223275594, 0.0, 178.7150152117178, 0.0, 178.34846471751774, 0.0]","[88.9374366422439, 0.0, 90.06041570968819, 0.0, 91.86576603781982, 0.0, 93.59933065332926, 0.0, 95.79796078080925, 0.0, 98.50525414756703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.63537313026018, 0.0, 97.3997991458052, 0.0, 95.14648414706663, 0.0, 92.80299455961257, 0.0, 91.30242366227196, 0.0, 90.06003400818145, 0.0, 89.09564822386602, 0.0, 89.18029803319382, 0.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",113240.8484496503,113240.8484496503,0.029999971389770508,1.0,1
1,"[177.77306715445502, 0.0, 179.95963724722301, 0.0, 182.7660044628268, 0.0, 186.0928522239997, 0.0, 190.72470326076626, 0.0, 195.52166870302148, 0.0, 99.4693852824799, 100.70546669148425, 102.17137687023784, 103.07082921240799, 104.14790076963908, 105.44259337502231, 106.13304649943633, 106.90873414949682, 107.89613560516352, 108.2570788917021, 108.62861717896988, 109.21581581730284, 109.17457207866295, 109.0861479527496, 109.23289687944349, 108.77205738480397, 108.22560634866085, 107.94931992884035, 107.10834180417886, 106.16249305839833, 105.53551992143561, 104.40606782040524, 103.16848404336224, 102.30812434773308, 200.65726822100578, 0.0, 196.088073874386, 0.0, 191.17025281159152, 0.0, 186.81600948566455, 0.0, 183.44377907539396, 0.0, 180.45009223275594, 0.0, 178.7150152117178, 0.0, 178.34846471751774, 0.0]","[88.9374366422439, 0.0, 90.06041570968819, 0.0, 91.86576603781982, 0.0, 93.59933065332926, 0.0, 95.79796078080925, 0.0, 98.50525414756703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.63537313026018, 0.0, 97.3997991458052, 0.0, 95.14648414706663, 0.0, 92.80299455961257, 0.0, 91.30242366227196, 0.0, 90.06003400818145, 0.0, 89.09564822386602, 0.0, 89.18029803319382, 0.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",113240.8484496503,113240.8484496503,0.01900005340576172,1.0,1
2,"[177.77306715445502, 0.0, 179.95963724722301, 0.0, 182.7660044628268, 0.0, 186.0928522239997, 0.0, 190.72470326076626, 0.0, 195.52166870302148, 0.0, 99.4693852824799, 100.70546669148425, 102.17137687023784, 103.07082921240799, 104.14790076963908, 105.44259337502231, 106.13304649943633, 106.90873414949682, 107.89613560516352, 108.2570788917021, 108.62861717896988, 109.21581581730284, 109.17457207866295, 109.0861479527496, 109.23289687944349, 108.77205738480397, 108.22560634866085, 107.94931992884035, 107.10834180417886, 106.16249305839833, 105.53551992143561, 104.40606782040524, 103.16848404336224, 102.30812434773308, 200.65726822100578, 0.0, 196.088073874386, 0.0, 191.17025281159152, 0.0, 186.81600948566455, 0.0, 183.44377907539396, 0.0, 180.45009223275594, 0.0, 178.7150152117178, 0.0, 178.34846471751774, 0.0]","[88.9374366422439, 0.0, 90.06041570968819, 0.0, 91.86576603781982, 0.0, 93.59933065332926, 0.0, 95.79796078080925, 0.0, 98.50525414756703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.63537313026018, 0.0, 97.3997991458052, 0.0, 95.14648414706663, 0.0, 92.80299455961257, 0.0, 91.30242366227196, 0.0, 90.06003400818145, 0.0, 89.09564822386602, 0.0, 89.18029803319382, 0.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",113240.8484496503,113240.8484496503,0.019999980926513672,1.0,1
3,"[177.77306715445502, 0.0, 179.95963724722301, 0.0, 182.7660044628268, 0.0, 186.0928522239997, 0.0, 190.72470326076626, 0.0, 195.52166870302148, 0.0, 99.4693852824799, 100.70546669148425, 102.17137687023784, 103.07082921240799, 104.14790076963908, 105.44259337502231, 106.13304649943633, 106.90873414949682, 107.89613560516352, 108.2570788917021, 108.62861717896988, 109.21581581730284, 109.17457207866295, 109.0861479527496, 109.23289687944349, 108.77205738480397, 108.22560634866085, 107.94931992884035, 107.10834180417886, 106.16249305839833, 105.53551992143561, 104.40606782040524, 103.16848404336224, 102.30812434773308, 200.65726822100578, 0.0, 196.088073874386, 0.0, 191.17025281159152, 0.0, 186.81600948566455, 0.0, 183.44377907539396, 0.0, 180.45009223275594, 0.0, 178.7150152117178, 0.0, 178.34846471751774, 0.0]","[88.9374366422439, 0.0, 90.06041570968819, 0.0, 91.86576603781982, 0.0, 93.59933065332926, 0.0, 95.79796078080925, 0.0, 98.50525414756703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.63537313026018, 0.0, 97.3997991458052, 0.0, 95.14648414706663, 0.0, 92.80299455961257, 0.0, 91.30242366227196, 0.0, 90.06003400818145, 0.0, 89.09564822386602, 0.0, 89.18029803319382, 0.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",113240.8484496503,113240.8484496503,0.032000064849853516,1.0,1
4,"[177.77306715445502, 0.0, 179.95963724722301, 0.0, 182.7660044628268, 0.0, 186.0928522239997, 0.0, 190.72470326076626, 0.0, 195.52166870302148, 0.0, 99.4693852824799, 100.70546669148425, 102.17137687023784, 103.07082921240799, 104.14790076963908, 105.44259337502231, 106.13304649943633, 106.90873414949682, 107.89613560516352, 108.2570788917021, 108.62861717896988, 109.21581581730284, 109.17457207866295, 109.0861479527496, 109.23289687944349, 108.77205738480397, 108.22560634866085, 107.94931992884035, 107.10834180417886, 106.16249305839833, 105.53551992143561, 104.40606782040524, 103.16848404336224, 102.30812434773308, 200.65726822100578, 0.0, 196.088073874386, 0.0, 191.17025281159152, 0.0, 186.81600948566455, 0.0, 183.44377907539396, 0.0, 180.45009223275594, 0.0, 178.7150152117178, 0.0, 178.34846471751774, 0.0]","[88.9374366422439, 0.0, 90.06041570968819, 0.0, 91.86576603781982, 0.0, 93.59933065332926, 0.0, 95.79796078080925, 0.0, 98.50525414756703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.63537313026018, 0.0, 97.3997991458052, 0.0, 95.14648414706663, 0.0, 92.80299455961257, 0.0, 91.30242366227196, 0.0, 90.06003400818145, 0.0, 89.09564822386602, 0.0, 89.18029803319382, 0.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",113240.8484496503,113240.8484496503,0.029999971389770508,1.0,1
5,"[177.77306715445502, 0.0, 179.95963724722301, 0.0, 182.7660044628268, 0.0, 186.0928522239997, 0.0, 190.72470326076626, 0.0, 195.52166870302148, 0.0, 99.4693852824799, 100.70546669148425, 102.17137687023784, 103.07082921240799, 104.14790076963908, 105.44259337502231, 106.13304649943633, 106.90873414949682, 107.89613560516352, 108.2570788917021, 108.62861717896988, 109.21581581730284, 109.17457207866295, 109.0861479527496, 109.23289687944349, 108.77205738480397, 108.22560634866085, 107.94931992884035, 107.10834180417886, 106.16249305839833, 105.53551992143561, 104.40606782040524, 103.16848404336224, 102.30812434773308, 200.65726822100578, 0.0, 196.088073874386, 0.0, 191.17025281159152, 0.0, 186.81600948566455, 0.0, 183.44377907539396, 0.0, 180.45009223275594, 0.0, 178.7150152117178, 0.0, 178.34846471751774, 0.0]","[88.9374366422439, 0.0, 90.06041570968819, 0.0, 91.86576603781982, 0.0, 93.59933065332926, 0.0, 95.79796078080925, 0.0, 98.50525414756703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.63537313026018, 0.0, 97.3997991458052, 0.0, 95.14648414706663, 0.0, 92.80299455961257, 0.0, 91.30242366227196, 0.0, 90.06003400818145, 0.0, 89.09564822386602, 0.0, 89.18029803319382, 0.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",113240.8484496503,113240.8484496503,0.02500009536743164,1.0,1
6,"[177.77306715445502, 0.0, 179.95963724722301, 0.0, 182.7660044628268, 0.0, 186.0928522239997, 0.0, 190.72470326076626, 0.0, 195.52166870302148, 0.0, 99.4693852824799, 100.70546669148425, 102.17137687023784, 103.07082921240799, 104.14790076963908, 105.44259337502231, 106.13304649943633, 106.90873414949682, 107.89613560516352, 108.2570788917021, 108.62861717896988, 109.21581581730284, 109.17457207866295, 109.0861479527496, 109.23289687944349, 108.77205738480397, 108.22560634866085, 107.94931992884035, 107.10834180417886, 106.16249305839833, 105.53551992143561, 104.40606782040524, 103.16848404336224, 102.30812434773308, 200.65726822100578, 0.0, 196.088073874386, 0.0, 191.17025281159152, 0.0, 186.81600948566455, 0.0, 183.44377907539396, 0.0, 180.45009223275594, 0.0, 178.7150152117178, 0.0, 178.34846471751774, 0.0]","[88.9374366422439, 0.0, 90.06041570968819, 0.0, 91.86576603781982, 0.0, 93.59933065332926, 0.0, 95.79796078080925, 0.0, 98.50525414756703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.63537313026018, 0.0, 97.3997991458052, 0.0, 95.14648414706663, 0.0, 92.80299455961257, 0.0, 91.30242366227196, 0.0, 90.06003400818145, 0.0, 89.09564822386602, 0.0, 89.18029803319382, 0.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",113240.8484496503,113240.8484496503,0.018000125885009766,1.0,1
7,"[177.77306715445502, 0.0, 179.95963724722301, 0.0, 182.7660044628268, 0.0, 186.0928522239997, 0.0, 190.72470326076626, 0.0, 195.52166870302148, 0.0, 99.4693852824799, 100.70546669148425, 102.17137687023784, 103.07082921240799, 104.14790076963908, 105.44259337502231, 106.13304649943633, 106.90873414949682, 107.89613560516352, 108.2570788917021, 108.62861717896988, 109.21581581730284, 109.17457207866295, 109.0861479527496, 109.23289687944349, 108.77205738480397, 108.22560634866085, 107.94931992884035, 107.10834180417886, 106.16249305839833, 105.53551992143561, 104.40606782040524, 103.16848404336224, 102.30812434773308, 200.65726822100578, 0.0, 196.088073874386, 0.0, 191.17025281159152, 0.0, 186.81600948566455, 0.0, 183.44377907539396, 0.0, 180.45009223275594, 0.0, 178.7150152117178, 0.0, 178.34846471751774, 0.0]","[88.9374366422439, 0.0, 90.06041570968819, 0.0, 91.86576603781982, 0.0, 93.59933065332926, 0.0, 95.79796078080925, 0.0, 98.50525414756703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.63537313026018, 0.0, 97.3997991458052, 0.0, 95.14648414706663, 0.0, 92.80299455961257, 0.0, 91.30242366227196, 0.0, 90.06003400818145, 0.0, 89.09564822386602, 0.0, 89.18029803319382, 0.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",113240.8484496503,113240.8484496503,0.02499985694885254,1.0,1
8,"[177.77306715445502, 0.0, 179.95963724722301, 0.0, 182.7660044628268, 0.0, 186.0928522239997, 0.0, 190.72470326076626, 0.0, 195.52166870302148, 0.0, 99.4693852824799, 100.70546669148425, 102.17137687023784, 103.07082921240799, 104.14790076963908, 105.44259337502231, 106.13304649943633, 106.90873414949682, 107.89613560516352, 108.2570788917021, 108.62861717896988, 109.21581581730284, 109.17457207866295, 109.0861479527496, 109.23289687944349, 108.77205738480397, 108.22560634866085, 107.94931992884035, 107.10834180417886, 106.16249305839833, 105.53551992143561, 104.40606782040524, 103.16848404336224, 102.30812434773308, 200.65726822100578, 0.0, 196.088073874386, 0.0, 191.17025281159152, 0.0, 186.81600948566455, 0.0, 183.44377907539396, 0.0, 180.45009223275594, 0.0, 178.7150152117178, 0.0, 178.34846471751774, 0.0]","[88.9374366422439, 0.0, 90.06041570968819, 0.0, 91.86576603781982, 0.0, 93.59933065332926, 0.0, 95.79796078080925, 0.0, 98.50525414756703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.63537313026018, 0.0, 97.3997991458052, 0.0, 95.14648414706663, 0.0, 92.80299455961257, 0.0, 91.30242366227196, 0.0, 90.06003400818145, 0.0, 89.09564822386602, 0.0, 89.18029803319382, 0.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, -0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",113240.8484496503,113240.8484496503,0.019999980926513672,1.0,1
